,game_id,week,season_type,game_date,posteam,defteam,home_team,away_team,qtr,down,ydstogo,yardline_100,quarter_seconds_remaining,game_seconds_remaining,score_differential,play_id,play_type,desc,shotgun,no_huddle,qb_dropback,qb_scramble,pass_attempt,complete_pass,incomplete_pass,passer_player_name,receiver_player_name,receiver_player_id,passing_yards,air_yards,yards_after_catch,pass_location,pass_length,interception,sack,touchdown,pass_touchdown,rush_attempt,rushing_yards,rush_touchdown,run_location,run_gap,rusher_player_name,rusher_player_id,epa,wpa,success,cpoe,first_down,xyac_epa,xyac_mean_yardage,fumble,fumble_lost,penalty,is_play_action
2216,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,1.0,10.0,65.0,900.0,3600.0,0.0,67.0,pass,(15:00) (Shotgun) 14-S.Darnold pass short middle to 11-J.Smith-Njigba to SF 47 for 18 yards (25-J.Pinnock).,1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,J.Smith-Njigba,00-0038543,18.0,13.0,5.0,middle,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,1.2063548839651048,0.01805645227432251,1.0,27.065247297286987,1.0,0.2588020370531614,4.771704794053221,0.0,0.0,0.0,0
2217,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,1.0,10.0,47.0,861.0,3561.0,0.0,92.0,run,(14:21) 9-K.Walker right end to SF 43 for 4 yards (2-D.Lenoir).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,right,end,K.Walker,00-0038134,-0.28072715550661087,-0.015032708644866943,0.0,,0.0,,,0.0,0.0,0.0,0
2218,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,2.0,6.0,43.0,822.0,3522.0,0.0,114.0,run,(13:42) (Shotgun) 6-J.Milroe up the middle to SF 42 for 1 yard (92-J.Elliott; 57-L.Gifford).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0,middle,,J.Milroe,00-0040673,-0.5514981909655035,-0.026997864246368408,0.0,,0.0,,,0.0,0.0,0.0,0
2219,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,3.0,5.0,42.0,784.0,3484.0,0.0,140.0,pass,(13:04) (Shotgun) 14-S.Darnold pass short right to 88-A.Barner to SF 42 for no gain (36-M.Sigle) [97-N.Bosa].,1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,A.Barner,00-0039793,0.0,0.0,0.0,right,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-1.8396103186532855,-0.047257184982299805,0.0,65.86806774139404,0.0,2.235763025592743,6.919976327742916,0.0,0.0,0.0,0
2240,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,1.0,10.0,69.0,217.0,2917.0,-7.0,687.0,run,(3:37) 26-Z.Charbonnet right end to SEA 37 for 6 yards (25-J.Pinnock).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,6.0,0.0,right,end,Z.Charbonnet,00-0039165,0.27302166586741805,0.009916454553604126,1.0,,0.0,,,0.0,0.0,0.0,0
2241,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,2.0,4.0,63.0,180.0,2880.0,-7.0,709.0,run,"(3:00) 26-Z.Charbonnet left tackle to SEA 42 for 5 yards (54-F.Warner; 95-A.Collins). PENALTY on SF-2-D.Lenoir, Unnecessary Roughness, 15 yards, enforced at SEA 42.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,5.0,0.0,left,tackle,Z.Charbonnet,00-0039165,1.2419235294219106,0.0240725576877594,1.0,,1.0,,,0.0,0.0,1.0,0
2242,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,1.0,10.0,43.0,157.0,2857.0,-7.0,742.0,pass,(2:37) 14-S.Darnold pass deep right to 11-J.Smith-Njigba ran ob at SF 22 for 21 yards.,0.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,J.Smith-Njigba,00-0038543,21.0,19.0,2.0,right,deep,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,1.5093741433229297,0.05474740266799927,1.0,45.296651124954224,1.0,0.2172786342383719,3.9344876094255596,0.0,0.0,0.0,1
2243,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,1.0,10.0,22.0,126.0,2826.0,-7.0,777.0,run,(2:06) 26-Z.Charbonnet right end pushed ob at SF 17 for 5 yards (36-M.Sigle). SF-54-F.Warner was injured during the play.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,5.0,0.0,right,end,Z.Charbonnet,00-0039165,0.09537548996740952,-0.016859352588653564,1.0,,0.0,,,0.0,0.0,0.0,0
2244,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,2.0,5.0,17.0,103.0,2803.0,-7.0,807.0,run,(1:43) (Shotgun) 9-K.Walker right guard to SF 13 for 4 yards (36-M.Sigle).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,right,guard,K.Walker,00-0038134,0.05828018329339102,0.015602469444274902,1.0,,0.0,,,0.0,0.0,0.0,0
2245,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,3.0,1.0,13.0,69.0,2769.0,-7.0,836.0,run,(1:09) (Shotgun) Direct snap to 88-A.Barner. 88-A.Barner up the middle to SF 11 for 2 yards (48-T.Bethune; 57-L.Gifford).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,2.0,0.0,middle,,A.Barner,00-0039793,0.23273587407311425,0.009380191564559937,1.0,,1.0,,,0.0,0.0,0.0,0
2246,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,1.0,1.0,10.0,11.0,22.0,2722.0,-7.0,860.0,run,(:22) 26-Z.Charbonnet up the middle to SF 7 for 4 yards (0-R.Green; 36-M.Sigle).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,middle,,Z.Charbonnet,00-0039165,-0.06791929178871214,0.003777444362640381,0.0,,0.0,,,0.0,0.0,0.0,0
2248,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,2.0,6.0,7.0,900.0,2700.0,-7.0,902.0,run,(15:00) 26-Z.Charbonnet up the middle to SF 3 for 4 yards (92-J.Elliott; 98-M.Williams). ** Injury Update: SF-54-F.Warner has returned to the game.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,middle,,Z.Charbonnet,00-0039165,0.03077131148893386,0.006917685270309448,1.0,,0.0,,,0.0,0.0,0.0,0
2249,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,3.0,2.0,3.0,866.0,2666.0,-7.0,924.0,run,"(14:26) 26-Z.Charbonnet left guard to SF 4 for -1 yards (53-D.Winters, 54-F.Warner).",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,left,guard,Z.Charbonnet,00-0039165,-2.1295304814120755,-0.0693395733833313,0.0,,0.0,,,0.0,0.0,0.0,0
2251,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,1.0,1.0,1.0,821.0,2621.0,-7.0,980.0,run,"(13:41) 74-J.Jones reported in as eligible. 26-Z.Charbonnet left guard for 1 yard, TOUCHDOWN.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,1.0,0.0,1.0,1.0,1.0,left,guard,Z.Charbonnet,00-0039165,0.543488016090123,0.03174329874118276,1.0,,1.0,,,0.0,0.0,0.0,0
2258,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,1.0,10.0,65.0,726.0,2526.0,0.0,1175.0,run,(12:06) 9-K.Walker right end to SEA 34 for -1 yards (54-F.Warner).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,right,end,K.Walker,00-0038134,-0.7189766431692988,-0.029757678508758545,0.0,,0.0,,,0.0,0.0,0.0,0
2259,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,2.0,11.0,66.0,683.0,2483.0,0.0,1204.0,pass,(11:23) (Shotgun) 14-S.Darnold pass incomplete short right to 88-A.Barner.,1.0,0.0,1.0,0.0,1.0,0.0,1.0,S.Darnold,A.Barner,00-0039793,,3.0,,right,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-0.8065506867133081,-0.02686387300491333,0.0,-78.41044068336487,0.0,0.7464725794390652,4.85860011283512,0.0,0.0,0.0,0
2260,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,3.0,11.0,66.0,680.0,2480.0,0.0,1227.0,pass,(11:20) (Shotgun) 14-S.Darnold pass incomplete deep right to 11-J.Smith-Njigba.,1.0,0.0,1.0,0.0,1.0,0.0,1.0,S.Darnold,J.Smith-Njigba,00-0038543,,18.0,,right,deep,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-1.1298684878274798,-0.027294427156448364,0.0,-49.52249825000763,0.0,0.25580720002786794,4.060111989965662,0.0,0.0,0.0,0
2269,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,1.0,10.0,86.0,484.0,2284.0,0.0,1429.0,pass,(8:04) (Shotgun) 14-S.Darnold pass short right to 9-K.Walker pushed ob at SEA 19 for 5 yards (54-F.Warner).,1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,K.Walker,00-0038134,5.0,1.0,4.0,right,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.13908692309632897,0.0004919767379760742,1.0,17.31753945350647,0.0,0.7350674436298072,6.23374332855019,0.0,0.0,0.0,0
2270,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,2.0,5.0,81.0,453.0,2253.0,0.0,1462.0,run,(7:33) (Shotgun) 9-K.Walker up the middle to SEA 16 for -3 yards (93-K.Davis).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,middle,,K.Walker,00-0038134,-1.2115769973024726,-0.0398634672164917,0.0,,0.0,,,0.0,0.0,0.0,0
2271,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,3.0,8.0,84.0,415.0,2215.0,0.0,1484.0,pass,(6:55) (Shotgun) 14-S.Darnold pass short right to 9-K.Walker to SEA 13 for -3 yards (97-N.Bosa).,1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,K.Walker,00-0038134,-3.0,-5.0,2.0,right,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-1.2403949566651136,-0.05345103144645691,0.0,13.420766592025757,0.0,1.4139620882191095,11.150906585375196,0.0,0.0,0.0,0
2286,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,1.0,10.0,80.0,57.0,1857.0,0.0,1878.0,run,(:57) (Shotgun) 26-Z.Charbonnet up the middle to SEA 26 for 6 yards (54-F.Warner).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,6.0,0.0,middle,,Z.Charbonnet,00-0039165,-0.12928066466702148,-0.0012075304985046387,0.0,,0.0,,,0.0,0.0,0.0,0
2287,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,2.0,4.0,74.0,41.0,1841.0,0.0,1900.0,pass,"(:41) (No Huddle, Shotgun) 14-S.Darnold pass deep middle to 11-J.Smith-Njigba to SEA 48 for 22 yards (36-M.Sigle) [94-Y.Gross-Matos].",1.0,1.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,J.Smith-Njigba,00-0038543,22.0,17.0,5.0,middle,deep,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,1.1224079093080945,0.04448515176773071,1.0,45.09592056274414,1.0,0.427023580157998,5.824510694423225,0.0,0.0,0.0,0
2289,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,1.0,10.0,52.0,35.0,1835.0,0.0,1925.0,pass,(:35) (Shotgun) 14-S.Darnold pass incomplete deep left to 11-J.Smith-Njigba.,1.0,0.0,1.0,0.0,1.0,0.0,1.0,S.Darnold,J.Smith-Njigba,00-0038543,,21.0,,left,deep,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-0.33346957998583093,-0.018069088459014893,0.0,-50.458866357803345,0.0,0.43058739625679254,4.923410844319733,0.0,0.0,0.0,0
2290,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,2.0,10.0,52.0,30.0,1830.0,0.0,1955.0,pass,(:30) (Shotgun) 14-S.Darnold pass short middle to 10-C.Kupp to SF 43 for 9 yards (20-U.Stout).,1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,C.Kupp,00-0033908,9.0,7.0,2.0,middle,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.128631220839452,-0.026698946952819824,1.0,23.786598443984985,0.0,0.37799278749860266,4.225457685126457,0.0,0.0,0.0,0
2292,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,3.0,1.0,43.0,25.0,1825.0,0.0,1980.0,run,(:25) (Shotgun) 26-Z.Charbonnet up the middle to SF 39 for 4 yards (97-N.Bosa).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,middle,,Z.Charbonnet,00-0039165,0.1274647499085404,0.06213027238845825,1.0,,1.0,,,0.0,0.0,0.0,0
2295,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,2.0,2.0,10.0,39.0,12.0,1812.0,0.0,2032.0,run,(:12) (Shotgun) 14-S.Darnold right end ran ob at SF 30 for 9 yards (97-N.Bosa).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,9.0,0.0,right,end,S.Darnold,00-0034869,0.7487687214265977,0.033928513526916504,1.0,,0.0,,,0.0,0.0,0.0,0
2306,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,3.0,1.0,10.0,71.0,726.0,1626.0,3.0,2328.0,pass,(12:06) 14-S.Darnold pass short left to 18-E.Arroyo to SEA 36 for 7 yards (53-D.Winters).,0.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,E.Arroyo,00-0040739,7.0,5.0,2.0,left,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.3282689992338419,0.034696221351623535,1.0,23.14457893371582,0.0,0.49639337268984046,3.95210691808461,0.0,0.0,0.0,1
2307,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,3.0,2.0,3.0,64.0,686.0,1586.0,3.0,2360.0,run,(11:26) 9-K.Walker up the middle to SEA 36 for no gain (54-F.Warner; 92-J.Elliott).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,middle,,K.Walker,00-0038134,-0.8236068268306553,-0.021042823791503906,0.0,,0.0,,,0.0,0.0,0.0,0
2308,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,3.0,3.0,3.0,64.0,649.0,1549.0,3.0,2382.0,pass,(10:49) (Shotgun) 14-S.Darnold pass incomplete short left to 10-C.Kupp.,1.0,0.0,1.0,0.0,1.0,0.0,1.0,S.Darnold,C.Kupp,00-0033908,,8.0,,left,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-1.6038061073049903,-0.04364138841629028,0.0,-61.07237935066223,0.0,0.22611814966508503,3.587613107491052,0.0,0.0,0.0,0
2325,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,3.0,1.0,10.0,69.0,134.0,1034.0,3.0,2803.0,run,(2:14) (Shotgun) 26-Z.Charbonnet left end ran ob at SEA 37 for 6 yards (25-J.Pinnock).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,6.0,0.0,left,end,Z.Charbonnet,00-0039165,0.2570809884928167,0.006875157356262207,1.0,,0.0,,,0.0,0.0,0.0,0
2326,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,3.0,2.0,4.0,63.0,106.0,1006.0,3.0,2837.0,run,(1:46) 26-Z.Charbonnet left end pushed ob at SEA 37 for no gain (0-R.Green; 54-F.Warner).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,left,end,Z.Charbonnet,00-0039165,-0.8810470537282526,-0.01990509033203125,0.0,,0.0,,,0.0,0.0,0.0,0
2327,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,3.0,3.0,4.0,63.0,65.0,965.0,3.0,2864.0,pass,"(1:05) (Shotgun) 14-S.Darnold pass deep middle to 11-J.Smith-Njigba to SF 47 for 16 yards (36-M.Sigle). Penalty on SF-0-R.Green, Defensive Holding, declined.",1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,J.Smith-Njigba,00-0038543,16.0,16.0,0.0,middle,deep,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,1.90364802419208,0.05145871639251709,1.0,36.102426052093506,1.0,0.32278509917321285,5.292735089547932,0.0,0.0,0.0,0
2328,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,3.0,1.0,10.0,47.0,34.0,934.0,3.0,2905.0,pass,(:34) 14-S.Darnold pass short right to 9-K.Walker to SF 45 for 2 yards (53-D.Winters).,0.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,K.Walker,00-0038134,2.0,-5.0,7.0,right,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-0.4729878092184663,-0.02063542604446411,0.0,12.647920846939087,0.0,1.1445322026150184,11.09033746708883,0.0,0.0,0.0,1
2330,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,2.0,8.0,45.0,900.0,900.0,3.0,2955.0,pass,"(15:00) (Shotgun) 14-S.Darnold pass short left to 11-J.Smith-Njigba to SF 43 for 2 yards (91-S.Okuayinonu). FUMBLES (91-S.Okuayinonu), RECOVERED by SF-36-M.Sigle at SF 34.",1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,J.Smith-Njigba,00-0038543,2.0,-3.0,5.0,left,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-3.953824320109561,-0.11617785692214966,0.0,12.551844120025635,0.0,1.5603680331092544,9.273466529382858,1.0,1.0,0.0,0
2345,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,1.0,10.0,63.0,576.0,576.0,0.0,3376.0,pass,(9:36) (Shotgun) 14-S.Darnold pass short right to 11-J.Smith-Njigba to SEA 29 for -8 yards (97-N.Bosa).,1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,J.Smith-Njigba,00-0038543,-8.0,-8.0,0.0,right,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-1.2833047413732857,-0.06197887659072876,0.0,25.227880477905273,0.0,1.1417408540921783,12.369711323699448,0.0,0.0,0.0,0
2346,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,2.0,18.0,71.0,536.0,536.0,0.0,3401.0,pass,(8:56) (Shotgun) 14-S.Darnold pass incomplete deep left to 11-J.Smith-Njigba (0-R.Green).,1.0,0.0,1.0,0.0,1.0,0.0,1.0,S.Darnold,J.Smith-Njigba,00-0038543,,27.0,,left,deep,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-0.8325016628950834,-0.034698158502578735,0.0,-38.61997723579407,0.0,0.7087274199393816,8.714157661772333,0.0,0.0,0.0,0
2347,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,3.0,18.0,71.0,530.0,530.0,0.0,3436.0,pass,"(8:50) (Shotgun) 14-S.Darnold pass short right to 11-J.Smith-Njigba to SEA 32 for 3 yards. FUMBLES, ball out of bounds at SEA 31.",1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,J.Smith-Njigba,00-0038543,2.0,1.0,1.0,right,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-0.8663603370077908,-0.0489656925201416,0.0,14.903402328491211,0.0,0.6446019755299882,7.289762003572832,1.0,0.0,0.0,0
2352,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,1.0,10.0,53.0,426.0,426.0,0.0,3600.0,run,(7:06) 9-K.Walker left end to SF 45 for 8 yards (91-S.Okuayinonu).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,8.0,0.0,left,end,K.Walker,00-0038134,0.5649455143138766,0.017032325267791748,1.0,,0.0,,,0.0,0.0,0.0,0
2353,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,2.0,2.0,45.0,383.0,383.0,0.0,3661.0,run,(6:23) 14-S.Darnold scrambles right end ran ob at SF 40 for 5 yards (2-D.Lenoir).,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,5.0,0.0,right,end,S.Darnold,00-0034869,0.2675592404557392,0.02829200029373169,1.0,,1.0,,,0.0,0.0,0.0,0
2354,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,1.0,10.0,40.0,344.0,344.0,0.0,3688.0,run,(5:44) 9-K.Walker right guard to SF 35 for 5 yards (53-D.Winters; 57-L.Gifford).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,5.0,0.0,right,guard,K.Walker,00-0038134,0.034639649791643023,0.0021890997886657715,1.0,,0.0,,,0.0,0.0,0.0,0
2355,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,2.0,5.0,35.0,306.0,306.0,0.0,3710.0,run,(5:06) 26-Z.Charbonnet left guard to SF 28 for 7 yards (54-F.Warner).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,7.0,0.0,left,guard,Z.Charbonnet,00-0039165,0.518074341583997,0.02753424644470215,1.0,,1.0,,,0.0,0.0,0.0,0
2356,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,1.0,10.0,28.0,262.0,262.0,0.0,3732.0,run,(4:22) 9-K.Walker left end pushed ob at SF 24 for 4 yards (53-D.Winters).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,4.0,0.0,left,end,K.Walker,00-0038134,-0.024401841510552913,0.0003222227096557617,0.0,,0.0,,,0.0,0.0,0.0,0
2357,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,2.0,6.0,24.0,255.0,255.0,0.0,3759.0,run,(4:15) 9-K.Walker right guard to SF 25 for -1 yards (53-D.Winters).,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,right,guard,K.Walker,00-0038134,-0.7904249231796712,-0.04460567235946655,0.0,,0.0,,,0.0,0.0,0.0,0
2358,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,3.0,7.0,25.0,213.0,213.0,0.0,3781.0,pass,(3:33) (Shotgun) 14-S.Darnold pass short left to 10-C.Kupp pushed ob at SF 19 for 6 yards (0-R.Green).,1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,C.Kupp,00-0033908,6.0,5.0,1.0,left,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-0.4856929064232478,-0.0038332343101501465,0.0,30.54879903793335,0.0,1.3460567195647752,3.7162857027724385,0.0,0.0,0.0,0
2372,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,1.0,10.0,65.0,94.0,94.0,-4.0,4101.0,pass,(1:34) (Shotgun) 14-S.Darnold pass short left to 11-J.Smith-Njigba to SEA 46 for 11 yards (25-J.Pinnock).,1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,J.Smith-Njigba,00-0038543,11.0,10.0,1.0,left,short,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,0.38830108830006793,0.013535737991333008,1.0,38.36345672607422,1.0,0.27213405843582994,3.6868062182184076,0.0,0.0,0.0,0
2373,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,1.0,10.0,54.0,78.0,78.0,-4.0,4126.0,pass,"(1:18) (No Huddle, Shotgun) 14-S.Darnold pass incomplete deep left to 11-J.Smith-Njigba (20-U.Stout, 0-R.Green).",1.0,1.0,1.0,0.0,1.0,0.0,1.0,S.Darnold,J.Smith-Njigba,00-0038543,,17.0,,left,deep,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,-0.3978426748071797,-0.04106104373931885,0.0,-59.82597470283508,0.0,0.29085612335986033,3.8993621849513147,0.0,0.0,0.0,0
2374,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,2.0,10.0,54.0,73.0,73.0,-4.0,4149.0,pass,(1:13) (Shotgun) 14-S.Darnold pass deep left to 11-J.Smith-Njigba pushed ob at SF 14 for 40 yards (0-R.Green).,1.0,0.0,1.0,0.0,1.0,1.0,0.0,S.Darnold,J.Smith-Njigba,00-0038543,40.0,30.0,10.0,left,deep,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,3.100305790314451,0.30003055930137634,1.0,68.04129183292389,1.0,0.7985566806073621,7.395503293373622,0.0,0.0,0.0,0
2376,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,1.0,5.0,9.0,62.0,62.0,-4.0,4213.0,run,(1:02) (Shotgun) 9-K.Walker left guard to SF 9 for no gain (97-N.Bosa).,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,left,guard,K.Walker,00-0038134,-0.3585760813730303,-0.050777971744537354,0.0,,0.0,,,0.0,0.0,0.0,0
2377,2025_01_SF_SEA,1,REG,2025-09-07,SEA,SF,SEA,SF,4.0,2.0,5.0,9.0,42.0,42.0,-4.0,4235.0,pass,"(:42) (No Huddle, Shotgun) 14-S.Darnold sacked at SF 16 for -7 yards (97-N.Bosa). FUMBLES (97-N.Bosa), touched at SF 13, RECOVERED by SF-97-N.Bosa at SF 16. PENALTY on SF-2-D.Lenoir, Unsportsmanlike Conduct, 8 yards, enforced at SF 16.",1.0,1.0,1.0,0.0,1.0,0.0,0.0,S.Darnold,,,,,,,,0.0,1.0,0.0,0.0,0.0,,0.0,,,,,-4.610895636957139,-0.5368900299072266,0.0,,0.0,,,1.0,1.0,1.0,0
